file,animal,band0,band1,band2,band3,band4,band5,band6,band7,band8,band9,band10,band11,band12,band13,band14,band15,band16,band17,band18,band19,band20,band21,band22,band23,band24
audio-dataset/cats_dogs/dog_barking_89.wav,0,-4.015909641498292,7.6059281017479945,-3.0515167849409046,-14.74780055317795,-6.849177284430406,-15.838572854311206,-16.016091427669124,-21.531498144369106,-24.18929143838002,-23.26884003688116,-20.341574437648525,-21.827495779863092,-25.64867534377845,-27.86313708440983,-29.37218065954745,-26.627031859159466,-31.226758070886138,-38.76141562342644,-38.96568298339844,-38.96568298339844,-38.96568298339844,-38.96568298339844,-38.96568298339844,-38.96568298339844,-38.96568298339844
audio-dataset/cats_dogs/cat_49.wav,1,-22.573364704171407,-23.364258119281406,-24.372711060667445,-25.546924391654397,-27.14102025151614,-27.24306681878856,-28.32448338320432,-29.664070533890598,-30.746232637185564,-31.122925063572062,-31.76604192329833,-32.26249265487268,-33.023194316257154,-33.3192422607349,-33.17334426496276,-33.13962240652015,-35.520941810021824,-41.7203719703565,-42.44420623779297,-42.44420623779297,-42.44420623779297,-42.44420623779297,-42.44420623779297,-42.44420623779297,-42.44420623779297
audio-dataset/cats_dogs/dog_barking_76.wav,0,-12.894906380587361,-4.622935814520137,-12.884546755434323,-15.507436591478895,-15.819726195943852,-22.656763049711785,-26.512705842289144,-30.833494035798225,-39.615250302510745,-42.156183838314476,-40.671553865538705,-41.07761656549242,-42.64269688182407,-41.75141540527344,-40.10781536844042,-38.223040125634924,-40.034863776101005,-43.68531622568766,-43.84949493408203,-43.84949493408203,-43.84949493408203,-43.84949493408203,-43.84949493408203,-43.84949493408203,-43.84949493408203
audio-dataset/cats_dogs/cat_61.wav,1,-13.42992802850208,-10.22250002911323,-13.177733951268364,-20.143543098512307,-20.223389266203714,-21.945587071102914,-25.4179082195073,-27.70554775038722,-25.849058556180005,-26.344162675882203,-29.28610826122024,-28.394906623947865,-28.68817434268994,-32.26231596975852,-34.69490474645368,-34.55311139639634,-40.875378416901206,-47.65604228119352,-48.09087371826172,-48.09087371826172,-48.09087371826172,-48.09087371826172,-48.09087371826172,-48.09087371826172,-48.09087371826172
audio-dataset/cats_dogs/dog_barking_62.wav,0,-9.420971360302616,1.0944636398786678,-6.998616068968242,-9.838617820477015,-26.24403261637395,-25.488986492364816,-30.539480898474395,-40.29552466844258,-36.44141206314689,-31.503887201986814,-39.08873788783425,-41.23519172467684,-40.74158110518205,-40.88544864002027,-40.195806307541694,-36.62538188382199,-40.351656178424236,-41.34928689354344,-41.35904312133789,-41.35904312133789,-41.35904312133789,-41.35904312133789,-41.35904312133789,-41.35904312133789,-41.35904312133789
audio-dataset/cats_dogs/cat_75.wav,1,-33.78361607936592,-21.906114679151326,-17.179552894730758,-15.692979175643996,-11.33693108147524,-16.453023127897463,-25.936602140666643,-23.81337073797178,-29.06010423841057,-31.561020528221867,-35.38299934398837,-39.76489569210425,-39.41140388715558,-37.952806051766,-37.90220738780207,-39.73060221846511,-40.106020571545855,-40.20631790161133,-40.20631790161133,-40.20631790161133,-40.20631790161133,-40.20631790161133,-40.20631790161133,-40.20631790161133,-40.20631790161133
audio-dataset/cats_dogs/cat_9.wav,1,-18.566350787818163,-16.004619055570632,-10.722561835670577,-3.7410183702637108,-8.875090095716589,-16.082168301743717,-17.192921701472784,-13.461601198744031,-16.66874822557771,-25.51295830277294,-29.571904608181544,-32.35465475065367,-34.61335183807781,-29.850996658631736,-22.934649290783064,-25.235502773949083,-31.40123645237514,-38.841696640423365,-39.55612564086914,-39.55612564086914,-39.55612564086914,-39.55612564086914,-39.55612564086914,-39.55612564086914,-39.55612564086914
audio-dataset/cats_dogs/cat_63.wav,1,-5.7253135170683285,-6.1083501975951675,-8.761569087512395,-16.05181382820464,-20.732678489672015,-22.172732866882768,-26.94840598068077,-28.783058191140434,-28.97890678637032,-25.499795173306566,-29.5891182912933,-32.28711799603975,-29.144134213909798,-30.256819105763483,-32.7361314475392,-34.206671862913964,-39.22338500288439,-44.17444711089422,-44.25354766845703,-44.25354766845703,-44.25354766845703,-44.25354766845703,-44.25354766845703,-44.25354766845703,-44.25354766845703
audio-dataset/cats_dogs/dog_barking_74.wav,0,-21.955496986248267,-5.185351196618618,-14.374117179620743,-16.92094198495549,-15.99560935042,-27.14599621146488,-23.720555408192535,-32.79383152938847,-40.19402076993671,-42.7639178793771,-39.38349826472146,-42.99341478211539,-45.38913494655065,-40.42763850484576,-43.30331071853638,-40.43509541443416,-43.26798493249076,-46.01724420956203,-46.62804412841797,-46.62804412841797,-46.62804412841797,-46.62804412841797,-46.62804412841797,-46.62804412841797,-46.62804412841797
audio-dataset/cats_dogs/cat_77.wav,1,-10.659537757953915,-7.619899836954875,-18.92457745394383,-19.638001242837188,-28.683537897524925,-19.81711904344579,-32.02832543237278,-19.37645586892497,-31.36103425623419,-26.906210378557443,-29.944997048729384,-25.188006403203335,-24.123215102251493,-28.071242380371462,-33.69415167029088,-38.30022880187402,-38.634566457088184,-43.953686458147494,-44.03583908081055,-44.03583908081055,-44.03583908081055,-44.03583908081055,-44.03583908081055,-44.03583908081055,-44.03583908081055
audio-dataset/cats_dogs/dog_barking_60.wav,0,-14.398116228614622,-0.32238382674870075,-6.70803756689032,-9.123947134835438,-19.33414160248314,-25.642358843692474,-22.210455390877065,-32.55186130758272,-37.35500111553404,-39.23970606486003,-38.310694963667125,-39.657288720872664,-40.429510797924465,-39.528693207634824,-39.16801014582317,-38.51240475442675,-39.40931344244215,-40.75763858053419,-41.041988372802734,-41.041988372802734,-41.041988372802734,-41.041988372802734,-41.041988372802734,-41.041988372802734,-41.041988372802734
audio-dataset/cats_dogs/dog_barking_48.wav,0,-8.153295226538265,-0.5779005374385799,-7.770183903133009,-12.543077707163594,-27.556415757756415,-27.85023733074467,-27.431980194432573,-38.56510580062866,-37.41850361528851,-35.60429335412525,-38.68403225603557,-39.98330409277053,-39.77632393201193,-39.68226849873861,-39.21232721147083,-37.07555732386453,-39.24054709298271,-40.08541573933192,-40.08966827392578,-40.08966827392578,-40.08966827392578,-40.08966827392578,-40.08966827392578,-40.08966827392578,-40.08966827392578
audio-dataset/cats_dogs/cat_88.wav,1,-19.814709708979752,-19.264837672744537,-19.52381356573372,-22.84314340343059,-21.57440691046872,-22.413111926117587,-25.535661685938827,-26.58494218335707,-26.80325727366224,-28.71401788215828,-29.33920177992306,-28.417026297207777,-28.471016944501237,-28.697514547817125,-28.384886818532724,-29.942237191254854,-34.49757217687505,-41.22879767381508,-41.466574392245924,-41.46905054572884,-41.47068134773779,-41.47184205819632,-41.4726551929503,-41.47317785015543,-41.473438950167356
audio-dataset/cats_dogs/cat_131.wav,1,-2.6999484998174013,-16.911522760987282,-20.298179912567136,-29.545238018035892,-36.547036695480344,-35.71089859008789,-38.04719281196594,-38.97243852615357,-39.016182851791385,-37.69051113128662,-37.53559575080872,-39.230550575256345,-39.850502490997314,-38.87940864562988,-37.8353928565979,-39.86538667678833,-39.5380184173584,-40.32530212402344,-40.32530212402344,-40.32530212402344,-40.32530212402344,-40.32530212402344,-40.32530212402344,-40.32530212402344,-40.32530212402344
audio-dataset/cats_dogs/cat_125.wav,1,-7.183839698399584,-8.644268493513136,-7.265677946972495,-6.749671395963296,-4.252640226002161,-1.344773965802995,-4.132322590845862,-10.842928092668242,-30.74658434688817,-40.841730815846624,-40.93115710774693,-40.94190699215694,-40.94745468644921,-40.99366567816574,-40.973703300843546,-40.93942295925333,-41.06437604405464,-41.376306224671346,-41.404422760009766,-41.404422760009766,-41.404422760009766,-41.404422760009766,-41.404422760009766,-41.404422760009766,-41.404422760009766
audio-dataset/cats_dogs/cat_119.wav,1,8.17571598968749,10.15379593537071,9.179622193449706,7.92234634115911,3.5751805714003484,-3.063474251151043,-7.993788093712647,-10.37465461166655,-10.728046062382848,-13.000708955963967,-13.960050736514807,-15.571639814270684,-17.390442496110335,-19.10328093800503,-21.763767209354874,-26.056276083703747,-32.04745468024842,-41.59775465293364,-42.46173095703125,-42.46173095703125,-42.46173095703125,-42.46173095703125,-42.46173095703125,-42.46173095703125,-42.46173095703125
audio-dataset/cats_dogs/cat_118.wav,1,-13.775091878760582,-20.35108886624206,-23.258972246978992,-25.234952642364437,-21.493435756688985,-21.051233755604187,-24.471670543911316,-26.09412634846042,-27.318708834412437,-29.904815633857954,-31.236597290146925,-32.82247048959233,-33.46570346199609,-34.084065979237984,-37.35401548435485,-39.43697144003475,-51.34465106951645,-63.86536407470703,-63.86536407470703,-63.86536407470703,-63.86536407470703,-63.86536407470703,-63.86536407470703,-63.86536407470703,-63.86536407470703
audio-dataset/cats_dogs/cat_124.wav,1,-8.987328224433739,-14.829474650573015,-15.363453067338371,-23.688628021829196,-8.58048875892682,-3.8819975759192817,-8.299963508284513,-9.096364754041442,-13.657935347525617,-23.325767820164344,-21.997712712982274,-17.277775431473234,-17.06390551047736,-19.545612531155346,-23.667268227126268,-28.346932691433395,-36.46131303193138,-45.43506772400903,-45.72651290893555,-45.72651290893555,-45.72651290893555,-45.72651290893555,-45.72651290893555,-45.72651290893555,-45.72651290893555
audio-dataset/cats_dogs/cat_130.wav,1,6.1965942168656065,-0.8850520190042561,-0.315667774568861,-1.0067126903054604,3.4101265615723935,2.5880691029812,-5.714387228403193,-12.91874064581039,-10.701831219880843,-7.619374842848629,-8.290218635109994,-6.375011268764352,-10.736731753512645,-13.225286646645804,-11.776709411852062,-14.473099130392074,-24.045616280726897,-41.97683392549173,-43.82246398925781,-43.82246398925781,-43.82246398925781,-43.82246398925781,-43.82246398925781,-43.82246398925781,-43.82246398925781
audio-dataset/cats_dogs/cat_89.wav,1,-19.157988753304572,-21.415046175392835,-20.40983743920285,-25.294293547617762,-26.888159351991977,-27.11906348843324,-28.339492427989065,-28.579106082414324,-30.24711414261868,-31.66184444364748,-32.35121028548792,-32.724288584684075,-33.01932224348972,-32.02756877133721,-30.590852099343344,-32.3780299167884,-37.96518315265053,-60.51420901198136,-65.2107162475586,-65.2107162475586,-65.2107162475586,-65.2107162475586,-65.2107162475586,-65.2107162475586,-65.2107162475586
audio-dataset/cats_dogs/dog_barking_49.wav,0,-6.933520150521531,0.48400917738415034,-6.429423308647661,-9.762542421451705,-25.689181464037745,-26.776618691344716,-25.407797159145897,-36.24085516360674,-37.12544301061919,-33.97041402296587,-37.7212827277906,-39.01132791909304,-38.68462878140536,-38.61219605604808,-38.32885139819348,-37.46716539498531,-38.470277684385124,-39.47877848509586,-39.48503875732422,-39.48503875732422,-39.48503875732422,-39.48503875732422,-39.48503875732422,-39.48503875732422,-39.48503875732422
audio-dataset/cats_dogs/dog_barking_61.wav,0,-12.793673004375853,-0.27328222361681037,-10.84422714785945,-14.011350986259476,-26.55858528352672,-27.136053301218187,-30.699680148962145,-39.35201434613614,-37.85087011637312,-34.842373152529255,-39.50690502129244,-41.550581735975285,-41.34136942852749,-41.05590836948223,-40.79878091972865,-38.36300043791867,-41.32279975762528,-42.131485078575906,-42.139686584472656,-42.139686584472656,-42.139686584472656,-42.139686584472656,-42.139686584472656,-42.139686584472656,-42.139686584472656
audio-dataset/cats_dogs/cat_76.wav,1,-10.42814692378044,-4.700963569056864,-20.86037766799331,-9.132982065280277,-12.426029491008569,-11.360145340270055,-7.958761612549424,-12.264347696689267,-12.939240680476649,-19.73083138124396,-14.201701556872576,-13.209591460150357,-17.418060934096573,-18.581767692007126,-23.036242218613626,-34.69975968758265,-37.94404755274455,-45.956942011515295,-45.986244201660156,-45.986244201660156,-45.986244201660156,-45.986244201660156,-45.986244201660156,-45.986244201660156,-45.986244201660156
audio-dataset/cats_dogs/dog_barking_75.wav,0,-14.268869478154617,-1.3852271678803614,-10.600996234627948,-12.24966379871842,-12.467052865406515,-21.660600652162813,-23.364439300320935,-28.72594775610638,-36.07975028289689,-39.8342889573839,-38.357425799855484,-41.25908511832908,-43.46148506358818,-39.986588165495135,-39.32120531576651,-40.66155461205376,-40.34859005875057,-43.354745498409976,-44.303138732910156,-44.303138732910156,-44.303138732910156,-44.303138732910156,-44.303138732910156,-44.303138732910156,-44.303138732910156
audio-dataset/cats_dogs/cat_62.wav,1,-7.729142071398913,-6.631611641182841,-9.189151758934715,-15.947120747668158,-18.92790582619754,-20.969055665689968,-25.127854739226763,-25.6429512304761,-25.77216206388197,-23.558341729521082,-28.674989970481562,-29.728706076171704,-27.062359425198824,-29.380531911079405,-31.61457021472121,-32.50082733513558,-38.40527913772897,-44.156711258822924,-44.28361798952704,-44.285747014398446,-44.28715527051116,-44.28814042600867,-44.28882077465319,-44.289253757163266,-44.28946868034258
audio-dataset/cats_dogs/cat_8.wav,1,-7.178368814955466,0.07201974699273704,-3.8408566054767,3.1631891618259247,-1.588487485661171,-7.050071021042763,-8.681285887613893,-14.028031997194514,-15.656317795415875,-12.525611336007714,-7.636689942850965,-10.097590337851782,-13.46961317494046,-12.94019578139484,-11.748289558231829,-16.019598773755135,-23.366885873794555,-44.71821370697021,-49.028778076171875,-49.028778076171875,-49.028778076171875,-49.028778076171875,-49.028778076171875,-49.028778076171875,-49.028778076171875
audio-dataset/cats_dogs/dog_barking_59.wav,0,-7.51761275233323,7.306040850310061,-2.1210952027917647,-7.621734272658934,-22.988910794625248,-24.97593977133865,-24.792730740449674,-37.90919380224701,-37.964478569445404,-34.98316657232202,-35.16172236601511,-41.2401701754418,-41.03321331687595,-40.52965178766112,-40.07714582526165,-39.506971022357114,-40.70934540499811,-41.539282706855,-41.68764114379883,-41.68764114379883,-41.68764114379883,-41.68764114379883,-41.68764114379883,-41.68764114379883,-41.68764114379883
audio-dataset/cats_dogs/cat_66.wav,1,-13.033952627159307,-2.063903712017054,5.951912248094352,2.0174016882743064,5.1241160664086545,-1.0987542752012815,-14.859437516208468,-19.033162544632795,-24.320886141594382,-24.52612424754965,-15.035217946041788,-13.097256435738624,-10.13566024298343,-11.968066245931551,-13.646536475109556,-19.25787763284946,-19.242526184994492,-40.07300496896108,-43.14714813232422,-43.14714813232422,-43.14714813232422,-43.14714813232422,-43.14714813232422,-43.14714813232422,-43.14714813232422
audio-dataset/cats_dogs/dog_barking_71.wav,0,-5.282247260219249,2.6648282784469735,-0.6306574708292958,-7.924322135090952,-21.685870994680393,-23.824504260267275,-23.75605490926437,-39.466862858786726,-35.22802438615548,-30.596926229409494,-39.811928467798715,-40.844516243597475,-40.76726550333428,-40.57012172612277,-40.35307573621923,-37.165050457463124,-40.085036534974066,-40.85185769495338,-40.8768424987793,-40.8768424987793,-40.8768424987793,-40.8768424987793,-40.8768424987793,-40.8768424987793,-40.8768424987793
audio-dataset/cats_dogs/cat_72.wav,1,-7.444766684405962,-10.929177905388494,-12.13419214078749,-15.10083239875045,-8.80008697403949,-7.280787373063504,-11.419605457815292,-7.976568565278043,-15.019160271673414,-13.271693295258835,-16.17490835021381,-17.917809195441563,-24.120214338000125,-21.97767151995213,-25.90116870463559,-25.171436779052602,-28.489896035510657,-40.06894073237976,-41.28387451171875,-41.28387451171875,-41.28387451171875,-41.28387451171875,-41.28387451171875,-41.28387451171875,-41.28387451171875
audio-dataset/cats_dogs/dog_barking_65.wav,0,-10.840790662155875,-0.7406100223493901,-10.15996854237345,-16.676446724486077,-23.63329402584952,-26.638826932184315,-27.176971611082312,-38.09562674240134,-36.73002271104133,-32.39754911866682,-39.47957738953075,-41.2712174382703,-41.307859346236306,-40.95470575738227,-40.608463149783255,-40.57577661042926,-41.065558420378586,-41.32348736127218,-41.38621139526367,-41.38621139526367,-41.38621139526367,-41.38621139526367,-41.38621139526367,-41.38621139526367,-41.38621139526367
audio-dataset/cats_dogs/cat_99.wav,1,-17.403411598154523,-0.42324863059085793,-3.635380236250749,-5.563314700067029,-7.203230601502552,-10.861857050683922,-15.092036519744177,-19.458742425371266,-22.553163042257662,-27.753477396973114,-32.09561592364552,-42.425488792043744,-40.29301221906537,-36.94176395505365,-35.71268430587017,-36.947422820209255,-41.20885096969027,-46.899703960466866,-47.219390869140625,-47.219390869140625,-47.219390869140625,-47.219390869140625,-47.219390869140625,-47.219390869140625,-47.219390869140625
audio-dataset/cats_dogs/dog_barking_108.wav,0,-7.869343786732683,-13.104371701787379,-7.00260408214445,-7.932918363109842,-10.101201699177537,-11.204765807711356,-10.131841077228446,-8.369865428373773,-7.3444065926698725,-7.502371298149228,-6.975924163853186,-6.683538548568626,-7.2174835966575115,-7.0388381659735515,-6.1864234805172105,-6.457242146094308,-13.127012977460103,-41.51702146329592,-57.65062713623047,-57.65062713623047,-57.65062713623047,-57.65062713623047,-57.65062713623047,-57.65062713623047,-57.65062713623047
audio-dataset/cats_dogs/cat_108.wav,1,-10.829044881868251,-6.424106615713437,-15.887938580126502,-6.965770076098101,-8.85322851359754,-9.375174229155714,-4.637790920304307,-5.380213102735967,-4.380551410322228,-8.727110092839105,-11.57328011947947,-19.38093156712998,-19.609379900677972,-23.141414453344602,-25.705033556335874,-31.854473561192712,-38.742295012358696,-44.02672088607665,-44.20085525512695,-44.20085525512695,-44.20085525512695,-44.20085525512695,-44.20085525512695,-44.20085525512695,-44.20085525512695
audio-dataset/cats_dogs/cat_134.wav,1,-5.527422331869998,-3.0345900787803464,1.5811738470450363,-4.353960488817872,-10.591127290556878,-14.202342201190739,-23.023793273866975,-26.815724448606048,-24.091747069105185,-26.99987200807006,-20.31628248173981,-31.438655614852905,-38.001184047536654,-39.99474338774986,-40.658105148153105,-40.964020380060724,-43.13959987924454,-43.682716369628906,-43.682716369628906,-43.682716369628906,-43.682716369628906,-43.682716369628906,-43.682716369628906,-43.682716369628906,-43.682716369628906
audio-dataset/cats_dogs/cat_120.wav,1,-11.414252108799483,1.6677905506335524,-2.4457760639894914,-0.3159000623727237,-7.037859354244467,-6.6967911666492,-4.019549171944109,-15.066459683839115,-17.476981080941695,-28.307710482592274,-27.92165671637718,-31.3417981994913,-38.4617510897048,-41.97243364110906,-40.10891960022296,-35.438614047841824,-37.5570246026871,-44.2018123819473,-44.71954345703125,-44.71954345703125,-44.71954345703125,-44.71954345703125,-44.71954345703125,-44.71954345703125,-44.71954345703125
audio-dataset/cats_dogs/cat_121.wav,1,-8.088721354691193,-5.35422741218737,-3.518931710460731,-12.742647746335564,-15.559263753793791,-12.84436498998581,-18.52011621995882,-24.266061804887304,-23.892757596918273,-21.206111389134325,-22.314013933165118,-25.7889600392431,-26.395390933007,-25.778745985614147,-26.779450337176886,-28.09443321416346,-28.900338391932408,-39.88772357537494,-40.237022399902344,-40.237022399902344,-40.237022399902344,-40.237022399902344,-40.237022399902344,-40.237022399902344,-40.237022399902344
audio-dataset/cats_dogs/cat_135.wav,1,-2.3612320754070617,4.872741171901742,6.901469599845451,0.8855106855298633,-3.5985427370809324,-6.924531635539172,-12.58793104233729,-15.956144560526967,-15.556353371811833,-15.66768922590932,-12.749679729719322,-16.848740247801643,-21.630055070131323,-27.18766787725305,-25.01280890459108,-26.46398421276447,-32.74347927237666,-38.4660462445991,-39.01742935180664,-39.01742935180664,-39.01742935180664,-39.01742935180664,-39.01742935180664,-39.01742935180664,-39.01742935180664
audio-dataset/cats_dogs/cat_109.wav,1,-11.336332484734754,-3.5052074583408683,-12.032297975887184,-14.57523442974099,-28.012023497538287,-29.594658922437766,-31.391351567201028,-30.56113779445264,-27.632482143745687,-28.686183806624946,-30.3551757057974,-36.14258702979205,-37.882368913026596,-38.85249690424234,-39.23628559628979,-39.733535772798724,-39.6579849818123,-40.02873388111376,-40.06170654296875,-40.06170654296875,-40.06170654296875,-40.06170654296875,-40.06170654296875,-40.06170654296875,-40.06170654296875
audio-dataset/cats_dogs/dog_barking_109.wav,0,-5.959295942075551,-25.58418257236481,-32.7873818397522,-35.315959858894345,-36.77769021987915,-38.11140093803406,-38.119504070281984,-38.41104846000671,-38.37800097465515,-38.402338933944705,-38.43487105369568,-38.49919605255127,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133
audio-dataset/cats_dogs/cat_98.wav,1,-13.884792333766084,3.3665029600265095,-1.7334079241014497,-4.259788149485524,-5.025176598877373,-8.316082117354227,-11.969502540601978,-18.113422340484775,-20.559433867021614,-26.32440653086493,-31.2807845116289,-42.34873341234107,-38.08538696715706,-33.04801061692991,-31.354388820089785,-32.968679559920965,-38.97866984944594,-48.48712275655646,-49.06790542602539,-49.06790542602539,-49.06790542602539,-49.06790542602539,-49.06790542602539,-49.06790542602539,-49.06790542602539
audio-dataset/cats_dogs/dog_barking_64.wav,0,-17.990016762314387,-1.869101938042491,-13.956456914740572,-18.049354586623792,-26.41735545577378,-29.14757954571626,-28.808834116313896,-39.76662292336516,-40.041467327836116,-37.6613814977952,-41.999695989232,-43.952722894998246,-43.80466576387853,-43.53439810246597,-43.00665725660913,-41.469420690889706,-42.90022914615679,-44.07821876207987,-44.18717956542969,-44.18717956542969,-44.18717956542969,-44.18717956542969,-44.18717956542969,-44.18717956542969,-44.18717956542969
audio-dataset/cats_dogs/cat_73.wav,1,-7.013235210695407,-9.752233425505013,-10.106450422463725,-14.652867448690813,-7.374124407735931,-7.2624879350357645,-11.203637443699824,-10.118166664860958,-12.95440110251713,-13.43769198927815,-16.13134970558191,-16.52599668841188,-23.295137714987746,-21.62860612201524,-23.399458352664563,-25.42488975789553,-27.38348067564657,-40.0295191064477,-41.454864501953125,-41.454864501953125,-41.454864501953125,-41.454864501953125,-41.454864501953125,-41.454864501953125,-41.454864501953125
audio-dataset/cats_dogs/dog_barking_70.wav,0,-10.71333114643552,-1.8318919971809788,-4.510940861586464,-7.86814406085851,-27.541858246430888,-25.455627511462996,-24.813891937813857,-44.525371348368274,-35.63003304583686,-33.81293465920857,-43.04467611108508,-46.34639399392264,-46.083895931243894,-46.291765135356364,-43.830424017225,-40.714184287616185,-46.041888194084166,-47.27371830259051,-47.34993362426758,-47.34993362426758,-47.34993362426758,-47.34993362426758,-47.34993362426758,-47.34993362426758,-47.34993362426758
audio-dataset/cats_dogs/cat_67.wav,1,-26.97765412664471,-10.515732264891268,-10.126185162523047,-13.052661580309417,-19.517191776919823,-34.794547319534026,-35.79957046165991,-38.52318757056044,-40.299173809731236,-40.05632901156608,-41.46182791865788,-40.624724429358665,-41.68510198226341,-43.27132034301758,-43.27132034301758,-43.27132034301758,-43.174155961550206,-43.24821986785302,-43.27132034301758,-43.27132034301758,-43.27132034301758,-43.27132034301758,-43.27132034301758,-43.27132034301758,-43.27132034301758
