file,animal,band0,band1,band2,band3,band4,band5,band6,band7,band8,band9,band10,band11,band12,band13,band14,band15,band16,band17,band18,band19,band20,band21,band22,band23,band24
audio-dataset/cats_dogs/dog_barking_89.wav,0,1.6485787399742737,-7.9808971187383175,-9.375042464425617,-17.545970862289625,-23.31740564093561,-22.591812419545022,-21.25497304209508,-26.03763768296589,-28.92580300753381,-27.272914062268462,-31.820160478624434,-38.8901216040958,-38.96568298339844,-38.96568298339844,-38.96568298339844,-38.96568298339844,-38.96568298339844,-38.96568298339844,-38.96568298339844,-38.96568298339844,-38.96568298339844,-38.96568298339844,-38.96568298339844,-38.96568298339844,-38.96568298339844
audio-dataset/cats_dogs/cat_49.wav,1,-22.91423944695952,-24.709845156805404,-26.985658069780047,-28.36542563904036,-30.35171045978728,-31.309060443414438,-32.126126158569384,-33.13427725865639,-33.13094486382829,-33.22860520259941,-35.88209997888603,-42.05440459196571,-42.44420623779297,-42.44420623779297,-42.44420623779297,-42.44420623779297,-42.44420623779297,-42.44420623779297,-42.44420623779297,-42.44420623779297,-42.44420623779297,-42.44420623779297,-42.44420623779297,-42.44420623779297,-42.44420623779297
audio-dataset/cats_dogs/dog_barking_76.wav,0,-8.431290096222634,-13.84522154884936,-18.454876075728716,-26.20437390305972,-35.75570140784128,-41.82068325512939,-40.692879386478,-42.821366507666454,-40.410744949487544,-38.64698941238925,-40.31664517816871,-43.765244811472265,-43.84949493408203,-43.84949493408203,-43.84949493408203,-43.84949493408203,-43.84949493408203,-43.84949493408203,-43.84949493408203,-43.84949493408203,-43.84949493408203,-43.84949493408203,-43.84949493408203,-43.84949493408203,-43.84949493408203
audio-dataset/cats_dogs/cat_61.wav,1,-11.723456126732478,-16.125223522131208,-20.417093862380284,-24.912733870058435,-27.038271754655874,-27.053553590917804,-29.052363409789795,-29.656779055051167,-33.2201605094538,-34.99446701225915,-41.29952822061536,-47.92737672642743,-48.09087371826172,-48.09087371826172,-48.09087371826172,-48.09087371826172,-48.09087371826172,-48.09087371826172,-48.09087371826172,-48.09087371826172,-48.09087371826172,-48.09087371826172,-48.09087371826172,-48.09087371826172,-48.09087371826172
audio-dataset/cats_dogs/dog_barking_62.wav,0,-3.9621666205485506,-6.872098129470298,-26.113953810807065,-30.384643177683508,-38.39353988405905,-33.82826914152032,-40.80132495712816,-40.81013732709383,-40.42532368401284,-37.508542222629195,-40.43828925036928,-41.355121382571866,-41.35904312133789,-41.35904312133789,-41.35904312133789,-41.35904312133789,-41.35904312133789,-41.35904312133789,-41.35904312133789,-41.35904312133789,-41.35904312133789,-41.35904312133789,-41.35904312133789,-41.35904312133789,-41.35904312133789
audio-dataset/cats_dogs/cat_75.wav,1,-28.517752416257803,-15.42163383190679,-14.765635719353178,-23.464176000561565,-25.92364386453722,-32.24885514331201,-39.2287559598442,-39.20915861682194,-37.376826758120785,-39.62640207390848,-40.115138510642716,-40.20631790161133,-40.20631790161133,-40.20631790161133,-40.20631790161133,-40.20631790161133,-40.20631790161133,-40.20631790161133,-40.20631790161133,-40.20631790161133,-40.20631790161133,-40.20631790161133,-40.20631790161133,-40.20631790161133,-40.20631790161133
audio-dataset/cats_dogs/cat_9.wav,1,-16.694116833880614,-9.331245693849064,-8.770829101633035,-18.17448682341032,-14.569508241274368,-26.080938602796646,-31.721048998832703,-33.71631610211061,-25.75902626147637,-24.573018368128892,-31.77104439518668,-39.27819035115181,-39.55612564086914,-39.55612564086914,-39.55612564086914,-39.55612564086914,-39.55612564086914,-39.55612564086914,-39.55612564086914,-39.55612564086914,-39.55612564086914,-39.55612564086914,-39.55612564086914,-39.55612564086914,-39.55612564086914
audio-dataset/cats_dogs/cat_63.wav,1,-6.071550659942117,-10.971993272189929,-20.879881748609375,-26.627945984261103,-28.997357612022352,-26.203788061150163,-32.05533235793252,-29.35601388531038,-31.82508253913132,-33.748253761400925,-39.631247308845694,-44.231063279763426,-44.25354766845703,-44.25354766845703,-44.25354766845703,-44.25354766845703,-44.25354766845703,-44.25354766845703,-44.25354766845703,-44.25354766845703,-44.25354766845703,-44.25354766845703,-44.25354766845703,-44.25354766845703,-44.25354766845703
audio-dataset/cats_dogs/dog_barking_74.wav,0,-13.293911130334902,-16.00010199417689,-19.234950604164684,-25.284654019863787,-37.79781726992556,-41.791226867692814,-41.879222043355306,-43.78204294905371,-42.18079497263982,-41.096373839430754,-43.347651349104844,-46.298564985200954,-46.62804412841797,-46.62804412841797,-46.62804412841797,-46.62804412841797,-46.62804412841797,-46.62804412841797,-46.62804412841797,-46.62804412841797,-46.62804412841797,-46.62804412841797,-46.62804412841797,-46.62804412841797,-46.62804412841797
audio-dataset/cats_dogs/cat_77.wav,1,-10.88504492097048,-17.467198514932605,-24.269870269093584,-27.3227859916334,-25.581406087000953,-28.922974338879712,-25.95795249394165,-23.90171063819236,-32.523875058363,-37.26569652726664,-39.08394459110873,-44.00280152834379,-44.03583908081055,-44.03583908081055,-44.03583908081055,-44.03583908081055,-44.03583908081055,-44.03583908081055,-44.03583908081055,-44.03583908081055,-44.03583908081055,-44.03583908081055,-44.03583908081055,-44.03583908081055,-44.03583908081055
audio-dataset/cats_dogs/dog_barking_60.wav,0,-7.482462796339103,-7.787381879809961,-20.48313352828045,-23.656641509867768,-36.021948222169236,-38.96256198518806,-39.18676042168229,-40.3524643814753,-39.06425093381833,-38.73972504444612,-39.444918267413826,-40.89630873034699,-41.041988372802734,-41.041988372802734,-41.041988372802734,-41.041988372802734,-41.041988372802734,-41.041988372802734,-41.041988372802734,-41.041988372802734,-41.041988372802734,-41.041988372802734,-41.041988372802734,-41.041988372802734,-41.041988372802734
audio-dataset/cats_dogs/dog_barking_48.wav,0,-4.225875179620488,-8.708468647258483,-27.335808223056993,-28.95959369497483,-38.173905964976264,-36.47039230735529,-39.797623457530186,-39.77575238351108,-39.29210401367356,-37.67745262414981,-39.3156940889565,-40.08784817204331,-40.08966827392578,-40.08966827392578,-40.08966827392578,-40.08966827392578,-40.08966827392578,-40.08966827392578,-40.08966827392578,-40.08966827392578,-40.08966827392578,-40.08966827392578,-40.08966827392578,-40.08966827392578,-40.08966827392578
audio-dataset/cats_dogs/cat_88.wav,1,-19.5857630118127,-20.85039482478467,-21.924596916007367,-25.132853767566537,-26.662225949225633,-28.85576134967753,-28.65368324551049,-28.64580192829654,-28.29285693735637,-29.700629833790394,-35.01128597395193,-41.369994188000305,-41.467185244669444,-41.46933926719038,-41.47075263679381,-41.47169956386154,-41.47233431367864,-41.47278922811416,-41.47308079086187,-41.47327490944899,-41.47338574047914,-41.473441238015056,-41.473471008184305,-41.473481462202,-41.473485087620396
audio-dataset/cats_dogs/cat_131.wav,1,-9.604985695773442,-23.750009474001434,-35.53315183851454,-37.872908872716565,-38.914673656225204,-37.23208090662956,-39.101586405436194,-39.74705747195652,-38.0725736618042,-39.45420342225295,-39.60958966341885,-40.32530212402344,-40.32530212402344,-40.32530212402344,-40.32530212402344,-40.32530212402344,-40.32530212402344,-40.32530212402344,-40.32530212402344,-40.32530212402344,-40.32530212402344,-40.32530212402344,-40.32530212402344,-40.32530212402344,-40.32530212402344
audio-dataset/cats_dogs/cat_125.wav,1,-8.051223527456198,-7.077953134625253,-3.6738350701932436,-3.7053569363282017,-22.163992282969442,-40.851559520314595,-40.93011547432763,-40.96938417657279,-40.98437705852654,-40.93647584725032,-41.085687236849516,-41.3884644183577,-41.404422760009766,-41.404422760009766,-41.404422760009766,-41.404422760009766,-41.404422760009766,-41.404422760009766,-41.404422760009766,-41.404422760009766,-41.404422760009766,-41.404422760009766,-41.404422760009766,-41.404422760009766,-41.404422760009766
audio-dataset/cats_dogs/cat_119.wav,1,9.007872108862871,8.940997170743088,2.083647035814309,-7.756209209584847,-10.392299059378605,-13.200420243653339,-15.070140832777941,-17.728698673482505,-20.482964620148028,-25.281334290850804,-32.65062886736671,-42.01987615498629,-42.46173095703125,-42.46173095703125,-42.46173095703125,-42.46173095703125,-42.46173095703125,-42.46173095703125,-42.46173095703125,-42.46173095703125,-42.46173095703125,-42.46173095703125,-42.46173095703125,-42.46173095703125,-42.46173095703125
audio-dataset/cats_dogs/cat_118.wav,1,-17.112921492229937,-23.83905728040202,-21.575332503251293,-23.79770918192914,-26.9755115820448,-30.16781346145576,-32.3222536228581,-33.52679822948021,-35.720667595676595,-39.204900746132154,-52.48289770635196,-63.86536407470703,-63.86536407470703,-63.86536407470703,-63.86536407470703,-63.86536407470703,-63.86536407470703,-63.86536407470703,-63.86536407470703,-63.86536407470703,-63.86536407470703,-63.86536407470703,-63.86536407470703,-63.86536407470703,-63.86536407470703
audio-dataset/cats_dogs/cat_124.wav,1,-11.23787033283678,-20.416072683214395,-8.736793276323874,-4.541602172257905,-12.97347135190016,-21.610501570179085,-20.042059918297607,-17.166125071337515,-21.671420847308855,-28.014074429860255,-37.15477658313007,-45.61039008753132,-45.72651290893555,-45.72651290893555,-45.72651290893555,-45.72651290893555,-45.72651290893555,-45.72651290893555,-45.72651290893555,-45.72651290893555,-45.72651290893555,-45.72651290893555,-45.72651290893555,-45.72651290893555,-45.72651290893555
audio-dataset/cats_dogs/cat_130.wav,1,2.9167813354406835,-1.7134087826498454,4.940776277061531,-6.557709934389385,-11.728798761325425,-7.970831748920505,-6.76299725828979,-11.306193046814219,-12.25377286089257,-14.194809198232564,-25.165845074020066,-42.8222849296801,-43.82246398925781,-43.82246398925781,-43.82246398925781,-43.82246398925781,-43.82246398925781,-43.82246398925781,-43.82246398925781,-43.82246398925781,-43.82246398925781,-43.82246398925781,-43.82246398925781,-43.82246398925781,-43.82246398925781
audio-dataset/cats_dogs/cat_89.wav,1,-20.327473722964555,-22.346194293916255,-26.837695649884942,-28.07659349961916,-29.50278966128826,-31.779075804509613,-32.678953084192784,-32.91786473227622,-30.994686204412208,-32.028977184643146,-39.05660470478843,-62.32660930806941,-65.2107162475586,-65.2107162475586,-65.2107162475586,-65.2107162475586,-65.2107162475586,-65.2107162475586,-65.2107162475586,-65.2107162475586,-65.2107162475586,-65.2107162475586,-65.2107162475586,-65.2107162475586,-65.2107162475586
audio-dataset/cats_dogs/dog_barking_49.wav,0,-3.0695952813533185,-7.286111476682137,-25.537680928650634,-26.58844405565155,-37.147551966887534,-35.09760772007884,-38.76541197083213,-38.670413911600654,-38.38832679967502,-37.73033639601061,-38.55928870731806,-39.48258758445088,-39.48503875732422,-39.48503875732422,-39.48503875732422,-39.48503875732422,-39.48503875732422,-39.48503875732422,-39.48503875732422,-39.48503875732422,-39.48503875732422,-39.48503875732422,-39.48503875732422,-39.48503875732422,-39.48503875732422
audio-dataset/cats_dogs/dog_barking_61.wav,0,-6.468593610476099,-11.219657355975384,-26.594582344019482,-30.684210856496996,-38.7962647257896,-36.27824023985461,-41.10620334103759,-41.20239816259228,-40.9706974322155,-38.93368851242131,-41.39375182045614,-42.135541045994515,-42.139686584472656,-42.139686584472656,-42.139686584472656,-42.139686584472656,-42.139686584472656,-42.139686584472656,-42.139686584472656,-42.139686584472656,-42.139686584472656,-42.139686584472656,-42.139686584472656,-42.139686584472656,-42.139686584472656
audio-dataset/cats_dogs/cat_76.wav,1,-8.031752812926118,-13.598548545387754,-11.058843678615435,-10.436588847410738,-13.616019831529895,-17.746414702610732,-13.525021298562901,-16.900208558842895,-20.709690437332178,-33.194569985683145,-38.67515633900961,-45.95960584698302,-45.986244201660156,-45.986244201660156,-45.986244201660156,-45.986244201660156,-45.986244201660156,-45.986244201660156,-45.986244201660156,-45.986244201660156,-45.986244201660156,-45.986244201660156,-45.986244201660156,-45.986244201660156,-45.986244201660156
audio-dataset/cats_dogs/dog_barking_75.wav,0,-7.736825243662839,-11.829994454272768,-14.477930472825737,-23.809561789872262,-33.116103422491705,-39.18782520859882,-40.56904952143446,-42.80808246135712,-38.765176226950096,-40.84983739689884,-40.297439488497645,-43.85161806035925,-44.303138732910156,-44.303138732910156,-44.303138732910156,-44.303138732910156,-44.303138732910156,-44.303138732910156,-44.303138732910156,-44.303138732910156,-44.303138732910156,-44.303138732910156,-44.303138732910156,-44.303138732910156,-44.303138732910156
audio-dataset/cats_dogs/cat_62.wav,1,-7.355779186096301,-11.444340782559085,-19.008255411039425,-24.655090941428522,-26.021132297761945,-24.748669447148192,-29.879045632153613,-27.379275322700316,-30.733911567384197,-32.51786030519624,-38.85652670248657,-44.25118750243229,-44.284132056040306,-44.28599808401169,-44.28721634880774,-44.288020727825725,-44.28855332712371,-44.28893227032874,-44.28917356255936,-44.289333951767176,-44.28942496939881,-44.289470425261754,-44.28949511018518,-44.289503711543674,-44.2895066875301
audio-dataset/cats_dogs/cat_8.wav,1,-3.388709097272765,-0.763920063683763,-4.534851956168294,-8.848192629748407,-14.510908834412403,-11.584502886227128,-8.133858109824203,-13.577640947885145,-12.347370273622754,-14.705706619671906,-24.12017471140081,-46.68969364859841,-49.028778076171875,-49.028778076171875,-49.028778076171875,-49.028778076171875,-49.028778076171875,-49.028778076171875,-49.028778076171875,-49.028778076171875,-49.028778076171875,-49.028778076171875,-49.028778076171875,-49.028778076171875,-49.028778076171875
audio-dataset/cats_dogs/dog_barking_59.wav,0,-0.11685359681879026,-3.2502994328488355,-23.235766351551803,-26.59324216173338,-38.33297629524832,-34.566670930687934,-39.93386449583487,-40.9402375867895,-40.31565978933736,-39.55407046500921,-40.721758692317955,-41.629292526421025,-41.68764114379883,-41.68764114379883,-41.68764114379883,-41.68764114379883,-41.68764114379883,-41.68764114379883,-41.68764114379883,-41.68764114379883,-41.68764114379883,-41.68764114379883,-41.68764114379883,-41.68764114379883,-41.68764114379883
audio-dataset/cats_dogs/cat_66.wav,1,-7.63186716649854,4.651451576479942,1.7557608850974145,-11.632598654398272,-22.08467108935838,-23.288559630207374,-12.733505701149179,-10.340496988908507,-12.014223307688297,-19.163811163390232,-20.31574819257631,-41.45239797144225,-43.14714813232422,-43.14714813232422,-43.14714813232422,-43.14714813232422,-43.14714813232422,-43.14714813232422,-43.14714813232422,-43.14714813232422,-43.14714813232422,-43.14714813232422,-43.14714813232422,-43.14714813232422,-43.14714813232422
audio-dataset/cats_dogs/dog_barking_71.wav,0,-1.3051762980165773,-3.206185342801512,-22.26985885924751,-25.452768781468933,-37.3725416186181,-33.367697811638465,-40.850442571029916,-40.65091834302245,-40.43829982801287,-37.98033689730095,-40.14675417550668,-40.86439376056906,-40.8768424987793,-40.8768424987793,-40.8768424987793,-40.8768424987793,-40.8768424987793,-40.8768424987793,-40.8768424987793,-40.8768424987793,-40.8768424987793,-40.8768424987793,-40.8768424987793,-40.8768424987793,-40.8768424987793
audio-dataset/cats_dogs/cat_72.wav,1,-8.793306245895414,-13.583997782237068,-10.249948561555222,-8.895653431671619,-11.902087304522714,-13.321160055307397,-18.015331292196873,-23.40995109101156,-24.786796791874693,-24.74901844983628,-29.145941579268158,-40.68643266639926,-41.28387451171875,-41.28387451171875,-41.28387451171875,-41.28387451171875,-41.28387451171875,-41.28387451171875,-41.28387451171875,-41.28387451171875,-41.28387451171875,-41.28387451171875,-41.28387451171875,-41.28387451171875,-41.28387451171875
audio-dataset/cats_dogs/dog_barking_65.wav,0,-5.641050140136388,-12.78159639992567,-24.247738214601146,-28.696777981654563,-37.16153800470391,-34.52660982276517,-41.13759041015216,-41.153566660747934,-40.75000209791486,-40.659083701149754,-41.06719816092289,-41.35670007608029,-41.38621139526367,-41.38621139526367,-41.38621139526367,-41.38621139526367,-41.38621139526367,-41.38621139526367,-41.38621139526367,-41.38621139526367,-41.38621139526367,-41.38621139526367,-41.38621139526367,-41.38621139526367,-41.38621139526367
audio-dataset/cats_dogs/cat_99.wav,1,-9.121607977193099,-4.543380424977635,-7.212670122462842,-15.885116768691898,-20.993933721782692,-28.816582106909305,-39.21410593336279,-39.31180448926889,-36.3189493234341,-36.649017611352065,-41.59316236826124,-47.09086772627081,-47.219390869140625,-47.219390869140625,-47.219390869140625,-47.219390869140625,-47.219390869140625,-47.219390869140625,-47.219390869140625,-47.219390869140625,-47.219390869140625,-47.219390869140625,-47.219390869140625,-47.219390869140625,-47.219390869140625
audio-dataset/cats_dogs/dog_barking_108.wav,0,-10.501459801276903,-7.427849947884987,-10.409308502241688,-10.184294632526665,-7.618757964464163,-7.346639916349505,-6.775180824977695,-7.311019319792641,-6.341529076505779,-6.477363493904132,-14.037417659714318,-46.12090949301488,-57.65062713623047,-57.65062713623047,-57.65062713623047,-57.65062713623047,-57.65062713623047,-57.65062713623047,-57.65062713623047,-57.65062713623047,-57.65062713623047,-57.65062713623047,-57.65062713623047,-57.65062713623047,-57.65062713623047
audio-dataset/cats_dogs/cat_108.wav,1,-8.875083753531,-10.625432531893686,-7.901861780855095,-7.439657436121689,-5.265822635062334,-8.66275236966049,-17.471780208374096,-20.864919012677447,-23.439854391087913,-31.252003188760344,-39.10972509093998,-44.17135395402433,-44.20085525512695,-44.20085525512695,-44.20085525512695,-44.20085525512695,-44.20085525512695,-44.20085525512695,-44.20085525512695,-44.20085525512695,-44.20085525512695,-44.20085525512695,-44.20085525512695,-44.20085525512695,-44.20085525512695
audio-dataset/cats_dogs/cat_134.wav,1,-4.057474304605401,-0.6378229154870414,-12.217170328771513,-21.21108188694378,-25.477990130616472,-24.10415987624413,-28.341395274444043,-38.47637932351295,-40.55678899081365,-40.79022786348034,-43.18897410564312,-43.682716369628906,-43.682716369628906,-43.682716369628906,-43.682716369628906,-43.682716369628906,-43.682716369628906,-43.682716369628906,-43.682716369628906,-43.682716369628906,-43.682716369628906,-43.682716369628906,-43.682716369628906,-43.682716369628906,-43.682716369628906
audio-dataset/cats_dogs/cat_120.wav,1,-5.440722324378734,-1.0731944801302942,-6.34611278139308,-5.707070807654478,-16.98527421420527,-27.79220976672591,-30.15433590868686,-39.62580314885519,-40.83029959439841,-36.481695767510345,-37.926218149970985,-44.530823373702326,-44.71954345703125,-44.71954345703125,-44.71954345703125,-44.71954345703125,-44.71954345703125,-44.71954345703125,-44.71954345703125,-44.71954345703125,-44.71954345703125,-44.71954345703125,-44.71954345703125,-44.71954345703125,-44.71954345703125
audio-dataset/cats_dogs/cat_121.wav,1,-6.466934670795269,-8.64542877488456,-12.096711692937289,-19.751622951118744,-24.173913180913278,-21.19306208933533,-24.9624579382553,-27.270627128168005,-26.098549397927876,-26.87771405632311,-29.75217350868884,-40.098250534300085,-40.237022399902344,-40.237022399902344,-40.237022399902344,-40.237022399902344,-40.237022399902344,-40.237022399902344,-40.237022399902344,-40.237022399902344,-40.237022399902344,-40.237022399902344,-40.237022399902344,-40.237022399902344,-40.237022399902344
audio-dataset/cats_dogs/cat_135.wav,1,1.3654449834400553,4.200560706417388,-4.521017372778146,-11.797087533014384,-15.458036183918688,-14.969431069622704,-15.52647086452953,-23.0003451828619,-26.748830450955307,-25.631194786531836,-33.045757806326314,-38.78425254579831,-39.01742935180664,-39.01742935180664,-39.01742935180664,-39.01742935180664,-39.01742935180664,-39.01742935180664,-39.01742935180664,-39.01742935180664,-39.01742935180664,-39.01742935180664,-39.01742935180664,-39.01742935180664,-39.01742935180664
audio-dataset/cats_dogs/cat_109.wav,1,-7.752364358850363,-11.885230299635094,-26.895532180932154,-31.50431140235909,-29.12641832015342,-28.77174236762389,-34.604599036692804,-38.09847910481862,-39.19646826931849,-39.54723668422874,-39.67903170665444,-40.04738663109083,-40.06170654296875,-40.06170654296875,-40.06170654296875,-40.06170654296875,-40.06170654296875,-40.06170654296875,-40.06170654296875,-40.06170654296875,-40.06170654296875,-40.06170654296875,-40.06170654296875,-40.06170654296875,-40.06170654296875
audio-dataset/cats_dogs/dog_barking_109.wav,0,-15.028738763085322,-33.63077745939556,-37.11850739849939,-38.201797260957605,-38.36872807145119,-38.44007050991058,-38.45156246821085,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133,-38.51344680786133
audio-dataset/cats_dogs/cat_98.wav,1,-5.424238205688214,-2.678049494898043,-5.374238511031262,-12.734828148260682,-19.567988827641546,-27.601081536019123,-38.84088732108736,-36.86657420289247,-31.97988085814333,-32.51493612650918,-39.610135152579495,-48.82565911215459,-49.06790542602539,-49.06790542602539,-49.06790542602539,-49.06790542602539,-49.06790542602539,-49.06790542602539,-49.06790542602539,-49.06790542602539,-49.06790542602539,-49.06790542602539,-49.06790542602539,-49.06790542602539,-49.06790542602539
audio-dataset/cats_dogs/dog_barking_64.wav,0,-9.799618000305324,-15.606918240952048,-26.850883734079055,-30.21300129255945,-40.033183813463026,-38.92858743520431,-43.570429451867874,-43.77756918885299,-43.152593707766634,-41.867825484117326,-42.9659087976355,-44.139440130839574,-44.18717956542969,-44.18717956542969,-44.18717956542969,-44.18717956542969,-44.18717956542969,-44.18717956542969,-44.18717956542969,-44.18717956542969,-44.18717956542969,-44.18717956542969,-44.18717956542969,-44.18717956542969,-44.18717956542969
audio-dataset/cats_dogs/cat_73.wav,1,-8.088472311999316,-12.300840442264047,-9.035715226871954,-8.701641633423625,-12.253477712721681,-12.953569658673738,-17.60306282130251,-22.56005321747233,-23.15345484637939,-24.665020109852776,-28.108259084666233,-40.7135342630473,-41.454864501953125,-41.454864501953125,-41.454864501953125,-41.454864501953125,-41.454864501953125,-41.454864501953125,-41.454864501953125,-41.454864501953125,-41.454864501953125,-41.454864501953125,-41.454864501953125,-41.454864501953125,-41.454864501953125
audio-dataset/cats_dogs/dog_barking_70.wav,0,-6.3796514481345685,-5.0901004068818665,-26.47858340321885,-27.1893265396834,-39.64945980416877,-36.04007660342114,-46.21066860017322,-46.22880256321965,-44.85241285732814,-41.455237744928716,-46.12409911403408,-47.31734926917336,-47.34993362426758,-47.34993362426758,-47.34993362426758,-47.34993362426758,-47.34993362426758,-47.34993362426758,-47.34993362426758,-47.34993362426758,-47.34993362426758,-47.34993362426758,-47.34993362426758,-47.34993362426758,-47.34993362426758
audio-dataset/cats_dogs/cat_67.wav,1,-18.095742858878452,-12.14757388272334,-23.977411608756956,-35.215871654288655,-40.49384220085967,-41.08497662791678,-40.48936719281169,-42.13830722819318,-43.27132034301758,-43.27132034301758,-43.16198865517036,-43.27132034301758,-43.27132034301758,-43.27132034301758,-43.27132034301758,-43.27132034301758,-43.27132034301758,-43.27132034301758,-43.27132034301758,-43.27132034301758,-43.27132034301758,-43.27132034301758,-43.27132034301758,-43.27132034301758,-43.27132034301758
