,0,1,2,animal
61,4.430521336716793,7.704567191465124,1.2236511606344584,0
62,1.5389009058495633,-5.617884780537979,-11.455714901222066,1
63,4.042164555452764,1.8110826892685143,-0.2950295499432832,1
64,3.4104571822992953,-3.350770417797203,-5.97503640901398,1
65,-29.06879692675688,-28.63491552791015,-17.533320400935928,1
66,2.442174067864619,6.605128226146138,-2.9822389053707568,0
67,-17.68513186976174,-6.7675735712298195,-12.175563869328649,0
68,-19.269454649854264,-12.394566452417044,-9.062262002235268,1
69,-18.956669391743542,-0.3745039420281749,-14.125001298024488,0
70,-2.029235438848956,-15.622326480569544,-3.050280911173849,1
71,-13.549869764622429,-11.738837550110972,-8.314147877704581,1
72,-21.298046736574424,-5.719832188308227,-2.612321140288259,1
73,-23.21337292247924,-1.1633105533292036,-6.667649141361608,0
74,-11.473287361889714,-3.964817869400577,-10.256672648268566,0
75,2.5188254124795395,10.850590955007162,4.083768368430902,0
76,13.446625409622747,-0.9289468077727808,-7.348655141381584,1
77,-10.01632084453886,-20.047467125486584,-16.991569439301383,1
78,-33.215086388651635,-13.933027301013317,-14.415119949984565,1
79,-9.624248929683404,4.138524374398101,7.415271109709095,0
80,-5.717421936288759,2.7892937780729383,-3.3715246430720436,0
81,-23.21337292247924,-1.1633105533292036,-6.667649141361608,0
82,-13.776418281517929,-18.27140565158847,-19.580291034764276,1
83,-21.97331391093079,7.129885139816906,0.7016790101802741,0
84,-37.060227435624746,-37.67322012142073,-32.75908609167153,1
85,-0.5210363771164529,-4.9372906766730225,-2.7783859154227564,1
86,-6.535023583855946,-13.652241322182276,-23.0751661713935,1
87,-2.1683108902354045,-7.709009783265249,-9.190092447818394,1
88,-2.71441254113059,-9.006423617786794,-10.735870592417069,1
89,-6.666149795269967,-14.050346664095514,-22.944986109725303,1
90,-0.8527211251790757,-4.567661704858602,-2.780061193403362,1
91,-7.122244344339672,-12.317874422359084,-9.740533935948934,1
92,-9.595813165453578,-14.143017993560864,-15.51463845645262,0
93,-21.20911542697102,-27.543548454556657,-27.91662430523291,1
94,-12.352365456463987,6.685385710302302,-2.549266477268162,0
95,-9.258404949765508,-16.28919431282379,-23.5827354529648,1
96,-8.480885900050962,-25.664281768174757,-24.256085826263252,1
97,-13.328992182200077,-12.937248661472005,-11.700421769489752,1
98,-7.519417237052119,-6.173156250334593,-8.382478252583027,1
99,-10.72072790021496,-5.049108928190544,-0.6202038483242504,1
100,-24.298323916720225,-12.88878011853208,-11.271952402506724,1
101,-1.626983276086523,8.574203422571493,1.5232625901952916,0
102,12.414564590519536,3.913882178210002,1.3354721907501972,1
103,-8.304365057324798,2.396384634802904,-0.1908272433876134,0
104,-10.770059043547278,-18.185881687496742,-23.61561097234134,1
105,-8.693447920552686,-11.704502700683454,-28.16375893220773,0
106,-12.569549281719851,-1.9231532850247977,1.1133494511904083,1
107,-5.626807733992272,-10.366933771911436,-15.75938347838611,1
108,-0.9105050237943838,2.3206177308203895,-7.1781426769748755,1
109,-10.996000866569576,-2.187834806684405,2.639840422912501,1
110,-3.8910064363434103,3.868242517396322,-4.797378476125724,0
111,-11.516654823213695,-17.23626827159593,-24.157188087115465,1
112,-6.5625085674129275,6.355585789739013,-0.0589630423385341,0
113,-4.078092483408777,-5.2531942424066465,-5.42902336128556,1
114,-27.899431634462683,-17.183355179439406,-29.60624828746865,0
115,-16.68957348008896,-19.20449223862055,-17.97490962928985,1
116,-8.635726406094154,3.215984563436359,-3.253141180696664,0
117,-16.64299743683028,-8.000638679181787,-16.97283366532154,0
118,-4.5497614515003235,-4.922574376090113,-1.9488865793536287,1
119,-6.448158682858836,0.8919649425095746,1.309589823281172,1
120,-4.107666115700871,-8.237259902089404,-12.372206793807516,1
121,-32.22401790241361,-28.56903162536411,-28.599536853288797,1
122,-23.96037110369618,-15.332506833974456,-19.646087453951377,0
123,-9.054039162971918,2.118341438835397,-4.742660470608795,0
124,-17.47834822369225,-19.33650011526635,-17.601134451887066,1
125,-25.011465509385303,-1.9051017666870436,-11.739544802750082,0
126,-2.141420123176846,-2.737882031625609,-4.6062130447935035,1
127,-17.1258843882026,-19.497128104002748,-23.887905341493543,1
128,-6.788784891860023,3.637031733630037,-8.510875138950455,0
129,-6.527175218026185,-7.57502346606164,-8.376466612680614,1
130,-22.505028501050223,-34.07182197036415,-20.19898855728901,0
131,-17.386709889629458,-8.672952732210879,-17.329643858440466,0
132,-30.347514033020005,-25.54906521720827,-26.458749085612737,1
133,-35.215233809748625,-32.62066616398243,-32.75014516584991,1
134,-6.982277748789242,-4.680510337669602,-11.083221940161224,0
135,-21.31047562793471,-12.062018527314573,-20.278818830504925,0
136,-14.198248753569542,-6.898018148795746,-6.330927777338012,1
137,-8.346456989379593,1.3754172318041884,-6.0106713506230625,0
138,-0.3798492594796698,-8.867826814644893,-7.437705376994565,1
139,-24.089530844681637,-6.334973969395188,-3.0040681538923475,1
140,18.12999834540085,11.553350837768702,1.7986110795243382,1
141,-9.643902096341634,-0.6803124490791357,-7.544437929382547,0
142,-1.254535099327998,-3.874923493465372,-1.6378698692944704,1
143,-4.356089180705021,5.037632564487286,4.10028313700459,0
144,-13.243051110898383,-9.904367294127033,-7.116425347277497,0
145,-8.74051632394125,-20.294286420705347,-19.736208760633247,1
146,-8.418994240128184,-17.71310000840691,-17.736220976764645,1
147,-19.932234730527124,-10.24111232874596,-13.135624688621707,0
148,-9.848714026845585,-5.995306594813346,-9.066249465124333,0
149,-4.16073373439711,-9.67293393244178,-13.1643593355089,1
150,-8.027017062320374,1.1711193451778876,-4.303558820045972,0
151,-13.3404805246447,-17.945743540687015,-21.183339004776393,1
152,-7.218568403283981,-22.390521351803432,-6.768154731562192,1
153,-17.56923436933213,-0.9572445450178014,-9.187438630043332,0
154,-11.705844880848185,-4.333986084078996,0.34147738896697,1
155,-22.94845028687567,-17.85441959393426,-18.577397365098083,0
156,-11.809897609986365,-11.92739454556722,-11.811574942828155,1
157,-9.28087851316636,1.753596333891296,-4.322421127952677,0
158,-15.659743710217134,-3.9074860746612496,-8.679633593436677,0
159,1.863618123901846,-10.879284738382,-10.113677336603155,1
160,-13.887504048501192,-21.134231136223217,-19.425564969543007,1
161,-4.069315735096902,-7.841867804636209,-11.898150608587464,1
162,-3.1676293041674835,-9.048852483912146,-9.965697520656576,1
163,-15.845504884187612,-13.518324734409145,-7.499035175627021,0
164,-8.365930006154038,-1.1713582987326665,-5.075812893294642,0
165,-10.217722078084783,-13.712467359864844,-15.395400065503528,1
166,5.999752500931712,5.244980317357913,2.547966173164394,0
167,-3.1217206319146875,-0.7443223004197799,-4.363417228533081,1
168,-27.944546436346876,3.7628935838578745,-9.244742493684765,0
169,-10.654916574738431,-10.93410171542646,-15.28916755941608,1
170,-26.39384204643529,-3.763956751206481,-11.04862244966917,1
171,-4.993205663262052,6.07113079757463,-3.316230777290184,0
172,-7.103808928683666,-6.77363724484095,-10.199355385266244,1
173,-12.44787998619974,3.448136546113528,-5.982328454913048,0
174,-17.813398541064835,-21.036096570436765,-20.85070367756289,1
175,-18.84935221927811,-5.0903637039944085,-13.286250844949771,0
176,-6.222383274302023,-5.804692042441055,-9.225279110396889,1
177,-16.26934226164846,-4.1554205033273695,-4.226499572893403,0
178,-0.7669375222367834,7.63678349619636,-1.0060574627902803,1
179,10.729323332213069,8.331554764426135,7.877738024879599,0
180,0.4035916572195282,-10.383137043438312,-12.325818693196783,1
181,-12.46052357930527,-8.376934278667438,-16.473540599105416,1
182,-1.3960769716267056,-1.272900138674728,-1.0752777549334642,1
183,-1.6592224634198462,-10.371691366155163,-11.47721842847255,1
184,-10.682151771483364,4.721042036511149,4.538499610285932,0
185,-0.4598311472191681,2.9208664394188135,-8.539440099102162,0
186,-23.36823756073164,-10.414737761619849,-6.1680440804532575,1
187,-10.432373991683155,-6.979267298605507,-12.460100530599949,0
188,-6.514946361153904,9.807970883303437,3.916462532768139,1
189,-11.906336693006432,-0.4889415088958376,-8.880165204177086,0
190,-40.32612282480161,-40.3457467386403,-40.20411903593958,1
191,-12.211513580377714,1.1093265968884745,-6.39176142653116,0
192,-21.972131224181975,-24.853933011740757,-25.68460126421137,1
193,-8.497784630832307,-0.2810586616782184,-7.674481154996154,0
194,-21.237603377782065,1.3463407591145873,-0.3769306292212448,1
195,-8.598749405203645,-8.862863180706752,-13.34510646906752,1
196,-1.2397903241065162,-7.918447784187835,-12.339232926133576,1
197,-11.848240527499902,2.2658026796236213,-3.662965112039958,0
198,-21.352670973804265,-1.6301228843691449,-7.348303217800955,1
199,-5.280635741032893,4.970810236595571,-6.548481174360495,0
200,-5.882957068432998,0.5041523868891906,-3.427771077016916,0
201,-17.268845467564145,-11.284571194757644,-14.99056225483375,0
202,1.93322129419985,10.300879489045265,1.9932780363023257,1
203,-12.44668994823524,-3.3643416137888984,-12.722552147476527,0
204,-6.040585472419385,-5.8279702812230445,-7.775250634994575,1
205,-9.587964141787303,-9.654012359687297,-13.444947113603696,0
206,-10.839581773902704,-8.273078962792205,-12.521769458036452,0
207,-1.974403229391291,-5.686209986518536,-5.9408032644451385,1
208,-9.136877928626069,5.432770186810839,12.817492757771502,1
209,-10.664815946310757,1.214732700176537,5.0130247416868805,1
210,-2.8119875724979795,-12.121776207601885,-14.590774317401928,1
211,-29.664565658319045,-10.794855437189108,-7.783789864487335,0
212,-14.697896724939346,-8.891314552175054,1.8462622447698205,0
213,-6.672384446620845,-6.485456452437303,-9.138183412201403,1
214,-21.400223725230724,-7.03889669883204,-16.143868256115645,0
215,-1.7368101153887598,6.785809419167683,0.3322876537717741,1
216,-18.52344844498929,1.6265420950543037,-10.563508056605418,0
217,0.3787703045528517,8.758848387289497,1.9560620315269344,0
218,-11.843313224334269,0.1495054897420652,-3.0598526520684373,0
219,-13.117560453550055,-12.204323544325195,-8.695969459646534,1
220,-12.858805995375077,0.5630814432940247,-9.716986701415946,0
221,-2.0033767268701395,-9.09636167139598,-13.149739761508537,1
222,-8.915174192549516,-11.156646137119385,-17.102851225747294,1
223,-17.862966648939246,-22.13891017425441,-25.66282886696852,1
224,2.7573947484167074,11.491795299707848,0.919999760772121,0
225,-24.38158455438206,-18.477170165723233,-6.317218267637342,1
226,-9.885860035154884,-0.8837138104796494,-4.395118830927903,0
227,-27.37817335502576,-4.04445817694068,-9.13342628223916,1
228,-0.4007680584525339,7.845186582723429,1.0960644456063162,0
229,-28.356478260068226,-14.357205249054124,-17.163470022726493,0
230,-8.364253197832733,4.546791518926171,7.279241653243203,1
231,-6.8336838368229404,3.234018248060925,-2.0731999479298895,0
232,4.25309630263326,-1.7716340390533474,-4.851523401460751,1
233,0.5938685003673129,-3.2692832440497233,-6.610826731131175,0
234,-7.650156142380051,0.062562281345924,-6.477735580606755,1
235,-18.155032446455714,-19.548471751574866,-20.410644582933813,1
236,-11.247630043417262,-2.833876774306098,-7.229997215010881,1
237,-6.187628727337166,-2.0732548136804856,-1.4503793766391613,1
238,-6.1661049582235306,-9.259208203203029,-13.434634534396936,1
239,-32.07818995083934,-25.60864640759932,-22.301583856763003,1
240,-16.735510256795735,-13.343249544084598,-13.694797074050308,0
241,-3.74193979744884,3.8806858682632455,3.693155549048362,1
242,-8.122213498680894,5.943958694769465,4.790285061137167,0
243,-18.94046652798596,-6.187980265163831,-3.612264491810792,1
244,-31.032885489617453,-15.81854324574222,-19.068285272539853,0
245,1.4629366348027102,10.27393700354659,1.965143112413974,0
246,-27.172561262414924,-17.488512068841374,-10.004535970111425,1
247,-1.50824191299468,9.9017404020078,1.1911207909489223,0
248,-25.36054926155562,-27.25415456586676,-12.670134087801417,1
249,-1.1440880044771236,7.57650309149395,0.5092686037467244,0
250,-5.8504126348107315,-3.1857158071982368,-4.051170373092158,1
251,-15.023225587497778,-20.48570954162285,-21.583491526659703,1
252,-1.0100134642064302,-4.373661291516,-8.604212440104343,1
253,-9.150823899852227,-10.09838004283122,-12.065926410928547,1
254,2.5343045749342896,7.534519792398307,-0.1436594139081804,0
255,-1.787524109096491,-11.609356024360288,-18.093114649808687,1
256,-3.5920650565936403,5.485382096020686,-5.019215142569931,0
257,-22.08112370119769,-6.782765338581733,-14.752073852786983,0
258,-4.25167749054406,-3.50104833902872,-1.1082318811150995,1
259,-24.416899837317516,-10.110936054056948,-18.348576119202576,0
260,-20.19491486652295,-19.45448935314806,-20.380740902004764,1
261,6.664294003212126,5.904918254259973,-1.824877057224512,0
262,-10.4952271802348,-3.165098885122059,-9.31731851513474,1
263,-17.075433597717637,-24.78911651497467,-18.98677186075516,1
264,-16.691405719904235,-22.62282476819,-24.90691551834655,1
265,-10.908470352691152,-2.954149676924163,-10.730066714402492,1
266,-19.56821529251337,-0.4470191043093801,1.3222059709037424,0
267,-8.267019875505223,-3.3289064505746446,-3.0826320934584004,1
268,-22.36359757816388,-8.635876339248025,-16.567270673097862,0
269,-2.9958036607756324,-1.451030219685319,-2.669947353534793,1
270,0.6391896469476099,12.255712993915154,-1.2312153828563168,0
271,-4.553033822031586,4.526786572628386,-4.29226539751014,0
272,-3.274261208693674,-1.9008005339248977,-1.0072393947302083,1
273,1.7756336725838149,6.786113665910241,3.640545982813208,0
274,-12.845788048853404,-15.284250893997672,-17.08577169868992,1
275,-33.18214952661583,-23.819262598052315,-20.925601899993985,1
276,-16.323836023356314,-22.378114921224707,-27.32937372284822,1
